"Plot Title: NL_G"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10342594, SEN S/N: 10342594, LBL: Temp (C))","RH, % (LGR S/N: 10342594, SEN S/N: 10342594, LBL: RH (%))","DewPt, °C (LGR S/N: 10342594, SEN S/N: 10342594)","Max: Temperature, °C (LGR S/N: 10342594)","Min: Temperature, °C (LGR S/N: 10342594)"
14150,08/02/24 11:31:43 AM,21.963,100.000,21.727,,
14151,08/02/24 11:45:00 AM,,,,21.819,21.819
14152,08/02/24 11:46:43 AM,21.819,100.000,21.624,,
14153,08/02/24 12:00:00 PM,,,,21.700,21.700
14154,08/02/24 12:01:43 PM,21.700,100.000,21.517,,
14155,08/02/24 12:15:00 PM,,,,21.843,21.843
14156,08/02/24 12:16:43 PM,21.843,100.000,21.688,,
14157,08/02/24 12:30:00 PM,,,,22.011,22.011
14158,08/02/24 12:31:43 PM,22.011,100.000,21.878,,
14159,08/02/24 12:45:00 PM,,,,22.393,22.393
14160,08/02/24 12:46:43 PM,22.393,100.000,22.256,,
14161,08/02/24 01:00:00 PM,,,,23.112,23.112
14162,08/02/24 01:01:43 PM,23.112,100.000,22.965,,
14163,08/02/24 01:15:00 PM,,,,23.978,23.978
14164,08/02/24 01:16:43 PM,23.978,100.000,23.782,,
14165,08/02/24 01:30:00 PM,,,,24.532,24.532
14166,08/02/24 01:31:43 PM,24.532,100.000,24.227,,
14167,08/02/24 01:45:00 PM,,,,24.847,24.847
14168,08/02/24 01:46:43 PM,24.847,99.755,24.460,,
14169,08/02/24 02:00:00 PM,,,,25.258,25.258
14170,08/02/24 02:01:43 PM,25.258,98.061,24.623,,
14171,08/02/24 02:15:00 PM,,,,25.671,25.671
14172,08/02/24 02:16:43 PM,25.671,96.671,24.827,,
14173,08/02/24 02:30:00 PM,,,,26.061,26.061
14174,08/02/24 02:31:43 PM,26.061,96.314,25.162,,
14175,08/02/24 02:45:00 PM,,,,26.426,26.426
14176,08/02/24 02:46:43 PM,26.426,94.023,25.169,,
14177,08/02/24 03:00:00 PM,,,,26.280,26.280
14178,08/02/24 03:01:43 PM,26.280,94.748,25.138,,
14179,08/02/24 03:15:00 PM,,,,25.695,25.695
14180,08/02/24 03:16:43 PM,25.695,94.112,24.454,,
14181,08/02/24 03:30:00 PM,,,,25.258,25.258
14182,08/02/24 03:31:43 PM,25.258,96.081,24.324,,
14183,08/02/24 03:45:00 PM,,,,25.113,25.113
14184,08/02/24 03:46:43 PM,25.113,96.741,24.279,,
14185,08/02/24 04:00:00 PM,,,,25.186,25.186
14186,08/02/24 04:01:43 PM,25.186,96.492,24.314,,
14187,08/02/24 04:15:00 PM,,,,25.040,25.040
14188,08/02/24 04:16:43 PM,25.040,96.642,24.191,,
14189,08/02/24 04:30:00 PM,,,,24.798,24.798
14190,08/02/24 04:31:43 PM,24.798,97.434,24.068,,
14191,08/02/24 04:45:00 PM,,,,24.605,24.605
14192,08/02/24 04:46:43 PM,24.605,98.341,24.009,,
14193,08/02/24 05:00:00 PM,,,,25.162,25.162
14194,08/02/24 05:01:43 PM,25.162,96.593,24.305,,
14195,08/02/24 05:15:00 PM,,,,25.866,25.866
14196,08/02/24 05:16:43 PM,25.866,94.535,24.691,,
14197,08/02/24 05:30:00 PM,,,,26.036,26.036
14198,08/02/24 05:31:43 PM,26.036,88.503,23.875,,
14199,08/02/24 05:45:00 PM,,,,26.036,26.036
14200,08/02/24 05:46:43 PM,26.036,88.475,23.870,,
14201,08/02/24 06:00:00 PM,,,,25.963,25.963
14202,08/02/24 06:01:43 PM,25.963,88.736,23.842,,
14203,08/02/24 06:15:00 PM,,,,25.574,25.574
14204,08/02/24 06:16:43 PM,25.574,92.529,24.081,,
14205,08/02/24 06:30:00 PM,,,,25.428,25.428
14206,08/02/24 06:31:43 PM,25.428,93.909,24.156,,
14207,08/02/24 06:45:00 PM,,,,25.258,25.258
14208,08/02/24 06:46:43 PM,25.258,89.623,23.292,,
14209,08/02/24 07:00:00 PM,,,,24.895,24.895
14210,08/02/24 07:01:43 PM,24.895,91.296,23.207,,
14211,08/02/24 07:15:00 PM,,,,24.508,24.508
14212,08/02/24 07:16:43 PM,24.508,92.076,22.948,,
14213,08/02/24 07:30:00 PM,,,,24.363,24.363
14214,08/02/24 07:31:43 PM,24.363,92.204,22.824,,
14215,08/02/24 07:45:00 PM,,,,24.219,24.219
14216,08/02/24 07:46:43 PM,24.219,93.742,22.923,,
14217,08/02/24 08:00:00 PM,,,,24.026,24.026
14218,08/02/24 08:01:43 PM,24.026,94.152,22.795,,
14219,08/02/24 08:15:00 PM,,,,23.761,23.761
14220,08/02/24 08:16:43 PM,23.761,95.536,22.743,,
14221,08/02/24 08:30:00 PM,,,,23.497,23.497
14222,08/02/24 08:31:43 PM,23.497,97.253,22.736,,
14223,08/02/24 08:45:00 PM,,,,23.304,23.304
14224,08/02/24 08:46:43 PM,23.304,97.786,22.623,,
14225,08/02/24 09:00:00 PM,,,,23.112,23.112
14226,08/02/24 09:01:43 PM,23.112,98.158,22.485,,
14227,08/02/24 09:15:00 PM,,,,22.944,22.944
14228,08/02/24 09:16:43 PM,22.944,99.218,22.470,,
14229,08/02/24 09:30:00 PM,,,,22.705,22.705
14230,08/02/24 09:31:43 PM,22.705,100.000,22.355,,
14231,08/02/24 09:45:00 PM,,,,22.465,22.465
14232,08/02/24 09:46:43 PM,22.465,100.000,22.142,,
14233,08/02/24 10:00:00 PM,,,,21.795,21.795
14234,08/02/24 10:01:43 PM,21.795,98.229,21.174,,
14235,08/02/24 10:15:00 PM,,,,21.270,21.270
14236,08/02/24 10:16:43 PM,21.270,98.508,20.687,,
14237,08/02/24 10:30:00 PM,,,,20.984,20.984
14238,08/02/24 10:31:43 PM,20.984,100.000,20.646,,
14239,08/02/24 10:45:00 PM,,,,20.936,20.936
14240,08/02/24 10:46:43 PM,20.936,100.000,20.672,,
14241,08/02/24 11:00:00 PM,,,,20.889,20.889
14242,08/02/24 11:01:43 PM,20.889,100.000,20.662,,
14243,08/02/24 11:15:00 PM,,,,20.865,20.865
14244,08/02/24 11:16:43 PM,20.865,100.000,20.651,,
14245,08/02/24 11:30:00 PM,,,,20.889,20.889
14246,08/02/24 11:31:43 PM,20.889,100.000,20.690,,
14247,08/02/24 11:45:00 PM,,,,20.889,20.889
14248,08/02/24 11:46:43 PM,20.889,100.000,20.697,,
14249,08/03/24 12:00:00 AM,,,,20.865,20.865
14250,08/03/24 12:01:43 AM,20.865,100.000,20.694,,
14251,08/03/24 12:15:00 AM,,,,20.889,20.889
14252,08/03/24 12:16:43 AM,20.889,100.000,20.719,,
14253,08/03/24 12:30:00 AM,,,,20.841,20.841
14254,08/03/24 12:31:43 AM,20.841,100.000,20.683,,
14255,08/03/24 12:45:00 AM,,,,20.841,20.841
14256,08/03/24 12:46:43 AM,20.841,100.000,20.686,,
14257,08/03/24 01:00:00 AM,,,,20.865,20.865
14258,08/03/24 01:01:43 AM,20.865,100.000,20.722,,
14259,08/03/24 01:15:00 AM,,,,20.817,20.817
14260,08/03/24 01:16:43 AM,20.817,100.000,20.679,,
14261,08/03/24 01:30:00 AM,,,,20.865,20.865
14262,08/03/24 01:31:43 AM,20.865,100.000,20.736,,
14263,08/03/24 01:45:00 AM,,,,20.865,20.865
14264,08/03/24 01:46:43 AM,20.865,100.000,20.736,,
14265,08/03/24 02:00:00 AM,,,,20.936,20.936
14266,08/03/24 02:01:43 AM,20.936,100.000,20.811,,
14267,08/03/24 02:15:00 AM,,,,20.984,20.984
14268,08/03/24 02:16:43 AM,20.984,100.000,20.861,,
14269,08/03/24 02:30:00 AM,,,,21.032,21.032
14270,08/03/24 02:31:43 AM,21.032,100.000,20.914,,
14271,08/03/24 02:45:00 AM,,,,21.056,21.056
14272,08/03/24 02:46:43 AM,21.056,100.000,20.942,,
14273,08/03/24 03:00:00 AM,,,,21.032,21.032
14274,08/03/24 03:01:43 AM,21.032,100.000,20.925,,
14275,08/03/24 03:15:00 AM,,,,21.056,21.056
14276,08/03/24 03:16:43 AM,21.056,100.000,20.950,,
14277,08/03/24 03:30:00 AM,,,,21.127,21.127
14278,08/03/24 03:31:43 AM,21.127,100.000,21.024,,
14279,08/03/24 03:45:00 AM,,,,21.151,21.151
14280,08/03/24 03:46:43 AM,21.151,100.000,21.053,,
14281,08/03/24 04:00:00 AM,,,,21.175,21.175
14282,08/03/24 04:01:43 AM,21.175,100.000,21.081,,
14283,08/03/24 04:15:00 AM,,,,21.151,21.151
14284,08/03/24 04:16:43 AM,21.151,100.000,21.056,,
14285,08/03/24 04:30:00 AM,,,,21.175,21.175
14286,08/03/24 04:31:43 AM,21.175,100.000,21.081,,
14287,08/03/24 04:45:00 AM,,,,21.151,21.151
14288,08/03/24 04:46:43 AM,21.151,100.000,21.063,,
14289,08/03/24 05:00:00 AM,,,,21.079,21.079
14290,08/03/24 05:01:43 AM,21.079,100.000,20.989,,
14291,08/03/24 05:15:00 AM,,,,21.032,21.032
14292,08/03/24 05:16:43 AM,21.032,100.000,20.942,,
14293,08/03/24 05:30:00 AM,,,,21.008,21.008
14294,08/03/24 05:31:43 AM,21.008,100.000,20.921,,
14295,08/03/24 05:45:00 AM,,,,20.889,20.889
14296,08/03/24 05:46:43 AM,20.889,100.000,20.796,,
14297,08/03/24 06:00:00 AM,,,,20.841,20.841
14298,08/03/24 06:01:43 AM,20.841,100.000,20.746,,
14299,08/03/24 06:15:00 AM,,,,20.793,20.793
14300,08/03/24 06:16:43 AM,20.793,100.000,20.689,,
14301,08/03/24 06:30:00 AM,,,,20.841,20.841
14302,08/03/24 06:31:43 AM,20.841,100.000,20.739,,
14303,08/03/24 06:45:00 AM,,,,20.889,20.889
14304,08/03/24 06:46:43 AM,20.889,100.000,20.789,,
14305,08/03/24 07:00:00 AM,,,,20.865,20.865
14306,08/03/24 07:01:43 AM,20.865,100.000,20.764,,
14307,08/03/24 07:15:00 AM,,,,20.984,20.984
14308,08/03/24 07:16:43 AM,20.984,100.000,20.889,,
14309,08/03/24 07:30:00 AM,,,,20.984,20.984
14310,08/03/24 07:31:43 AM,20.984,100.000,20.889,,
14311,08/03/24 07:45:00 AM,,,,21.079,21.079
14312,08/03/24 07:46:43 AM,21.079,100.000,20.989,,
14313,08/03/24 08:00:00 AM,,,,21.199,21.199
14314,08/03/24 08:01:43 AM,21.199,100.000,21.106,,
14315,08/03/24 08:15:00 AM,,,,21.223,21.223
14316,08/03/24 08:16:43 AM,21.223,100.000,21.124,,
14317,08/03/24 08:30:00 AM,,,,21.223,21.223
14318,08/03/24 08:31:43 AM,21.223,100.000,21.096,,
14319,08/03/24 08:45:00 AM,,,,21.175,21.175
14320,08/03/24 08:46:43 AM,21.175,100.000,21.004,,
14321,08/03/24 09:00:00 AM,,,,21.175,21.175
14322,08/03/24 09:01:43 AM,21.175,100.000,20.982,,
14323,08/03/24 09:15:00 AM,,,,21.199,21.199
14324,08/03/24 09:16:43 AM,21.199,100.000,20.928,,
14325,08/03/24 09:30:00 AM,,,,21.246,21.246
14326,08/03/24 09:31:43 AM,21.246,100.000,20.913,,
14327,08/03/24 09:45:00 AM,,,,21.557,21.557
14328,08/03/24 09:46:43 AM,21.557,99.940,21.178,,
14329,08/03/24 10:00:00 AM,,,,21.891,21.891
14330,08/03/24 10:01:43 AM,21.891,99.275,21.420,,
14331,08/03/24 10:15:00 AM,,,,21.891,21.891
14332,08/03/24 10:16:43 AM,21.891,99.380,21.435,,
14333,08/03/24 10:30:00 AM,,,,22.274,22.274
14334,08/03/24 10:31:43 AM,22.274,97.435,21.538,,
14335,08/03/24 10:45:00 AM,,,,22.585,22.585
14336,08/03/24 10:46:43 AM,22.585,97.438,21.850,,
14337,08/03/24 11:00:00 AM,,,,22.753,22.753
14338,08/03/24 11:01:43 AM,22.753,96.953,21.947,,
14339,08/03/24 11:15:00 AM,,,,23.136,23.136
14340,08/03/24 11:16:43 AM,23.136,95.616,22.130,,
14341,08/03/24 11:30:00 AM,,,,23.472,23.472
14342,08/03/24 11:31:43 AM,23.472,92.554,21.993,,
14343,08/03/24 11:45:00 AM,,,,23.376,23.376
14344,08/03/24 11:46:43 AM,23.376,94.016,22.125,,
14345,08/03/24 12:00:00 PM,,,,23.617,23.617
14346,08/03/24 12:01:43 PM,23.617,92.455,22.121,,
14347,08/03/24 12:15:00 PM,,,,23.184,23.184
14348,08/03/24 12:16:43 PM,23.184,93.779,21.897,,
14349,08/03/24 12:30:00 PM,,,,22.513,22.513
14350,08/03/24 12:31:43 PM,22.513,95.269,21.455,,
14351,08/03/24 12:45:00 PM,,,,22.800,22.800
14352,08/03/24 12:46:43 PM,22.800,95.370,21.757,,
14353,08/03/24 01:00:00 PM,,,,23.761,23.761
14354,08/03/24 01:01:43 PM,23.761,93.789,22.474,,
14355,08/03/24 01:15:00 PM,,,,22.944,22.944
14356,08/03/24 01:16:43 PM,22.944,90.386,21.122,,
14357,08/03/24 01:30:00 PM,,,,22.968,22.968
14358,08/03/24 01:31:43 PM,22.968,92.970,21.556,,
14359,08/03/24 01:45:00 PM,,,,23.208,23.208
14360,08/03/24 01:46:43 PM,23.208,93.165,21.826,,
14361,08/03/24 02:00:00 PM,,,,23.352,23.352
14362,08/03/24 02:01:43 PM,23.352,94.815,22.224,,
14363,08/03/24 02:15:00 PM,,,,23.569,23.569
14364,08/03/24 02:16:43 PM,23.569,94.790,22.437,,
14365,08/03/24 02:30:00 PM,,,,24.122,24.122
14366,08/03/24 02:31:43 PM,24.122,93.501,22.789,,
14367,08/03/24 02:45:00 PM,,,,24.581,24.581
14368,08/03/24 02:46:43 PM,24.581,89.461,22.594,,
14369,08/03/24 03:00:00 PM,,,,25.234,25.234
14370,08/03/24 03:01:43 PM,25.234,89.285,23.212,,
14371,08/03/24 03:15:00 PM,,,,24.750,24.750
14372,08/03/24 03:16:43 PM,24.750,88.617,22.621,,
14373,08/03/24 03:30:00 PM,,,,24.171,24.171
14374,08/03/24 03:31:43 PM,24.171,90.573,22.369,,
14375,08/03/24 03:45:00 PM,,,,23.954,23.954
14376,08/03/24 03:46:43 PM,23.954,90.794,22.190,,
14377,08/03/24 04:00:00 PM,,,,24.267,24.267
14378,08/03/24 04:01:43 PM,24.267,89.194,22.239,,
14379,08/03/24 04:15:00 PM,,,,24.267,24.267
14380,08/03/24 04:16:43 PM,24.267,89.249,22.248,,
14381,08/03/24 04:30:00 PM,,,,24.195,24.195
14382,08/03/24 04:31:43 PM,24.195,86.878,21.777,,
14383,08/03/24 04:45:00 PM,,,,23.545,23.545
14384,08/03/24 04:46:43 PM,23.545,91.050,21.825,,
14385,08/03/24 05:00:00 PM,,,,23.400,23.400
14386,08/03/24 05:01:43 PM,23.400,88.878,21.328,,
14387,08/03/24 05:15:00 PM,,,,23.809,23.809
14388,08/03/24 05:16:43 PM,23.809,90.540,22.005,,
14389,08/03/24 05:30:00 PM,,,,24.581,24.581
14390,08/03/24 05:31:43 PM,24.581,84.699,21.780,,
14391,08/03/24 05:45:00 PM,,,,24.219,24.219
14392,08/03/24 05:46:43 PM,24.219,86.939,21.812,,
14393,08/03/24 06:00:00 PM,,,,22.250,22.250
14394,08/03/24 06:01:43 PM,22.250,97.297,21.494,,
14395,08/03/24 06:15:00 PM,,,,21.628,21.628
14396,08/03/24 06:16:43 PM,21.628,98.185,21.000,,
14397,08/03/24 06:30:00 PM,,,,21.963,21.963
14398,08/03/24 06:31:43 PM,21.963,99.007,21.454,,
14399,08/03/24 06:45:00 PM,,,,22.154,22.154
14400,08/03/24 06:46:43 PM,22.154,99.660,21.739,,
14401,08/03/24 07:00:00 PM,,,,22.369,22.369
14402,08/03/24 07:01:43 PM,22.369,100.000,22.012,,
14403,08/03/24 07:15:00 PM,,,,22.274,22.274
14404,08/03/24 07:16:43 PM,22.274,100.000,21.912,,
14405,08/03/24 07:30:00 PM,,,,22.106,22.106
14406,08/03/24 07:31:43 PM,22.106,100.000,21.760,,
14407,08/03/24 07:45:00 PM,,,,21.843,21.843
14408,08/03/24 07:46:43 PM,21.843,100.000,21.566,,
14409,08/03/24 08:00:00 PM,,,,21.581,21.581
14410,08/03/24 08:01:43 PM,21.581,100.000,21.320,,
14411,08/03/24 08:15:00 PM,,,,21.581,21.581
14412,08/03/24 08:16:43 PM,21.581,100.000,21.360,,
14413,08/03/24 08:30:00 PM,,,,21.485,21.485
14414,08/03/24 08:31:43 PM,21.485,100.000,21.271,,
14415,08/03/24 08:45:00 PM,,,,21.461,21.461
14416,08/03/24 08:46:43 PM,21.461,100.000,21.260,,
14417,08/03/24 09:00:00 PM,,,,21.318,21.318
14418,08/03/24 09:01:43 PM,21.318,100.000,21.128,,
14419,08/03/24 09:15:00 PM,,,,21.342,21.342
14420,08/03/24 09:16:43 PM,21.342,100.000,21.171,,
14421,08/03/24 09:30:00 PM,,,,21.294,21.294
14422,08/03/24 09:31:43 PM,21.294,100.000,21.135,,
14423,08/03/24 09:45:00 PM,,,,21.270,21.270
14424,08/03/24 09:46:43 PM,21.270,100.000,21.114,,
14425,08/03/24 10:00:00 PM,,,,21.199,21.199
14426,08/03/24 10:01:43 PM,21.199,100.000,21.050,,
14427,08/03/24 10:15:00 PM,,,,21.079,21.079
14428,08/03/24 10:16:43 PM,21.079,100.000,20.939,,
14429,08/03/24 10:30:00 PM,,,,21.056,21.056
14430,08/03/24 10:31:43 PM,21.056,100.000,20.925,,
14431,08/03/24 10:45:00 PM,,,,21.079,21.079
14432,08/03/24 10:46:43 PM,21.079,100.000,20.957,,
14433,08/03/24 11:00:00 PM,,,,20.984,20.984
14434,08/03/24 11:01:43 PM,20.984,100.000,20.861,,
14435,08/03/24 11:15:00 PM,,,,20.936,20.936
14436,08/03/24 11:16:43 PM,20.936,100.000,20.818,,
14437,08/03/24 11:30:00 PM,,,,20.889,20.889
14438,08/03/24 11:31:43 PM,20.889,100.000,20.775,,
14439,08/03/24 11:45:00 PM,,,,20.722,20.722
14440,08/03/24 11:46:43 PM,20.722,100.000,20.607,,
14441,08/04/24 12:00:00 AM,,,,20.698,20.698
14442,08/04/24 12:01:43 AM,20.698,100.000,20.597,,
14443,08/04/24 12:15:00 AM,,,,20.674,20.674
14444,08/04/24 12:16:43 AM,20.674,100.000,20.572,,
14445,08/04/24 12:30:00 AM,,,,20.484,20.484
14446,08/04/24 12:31:43 AM,20.484,100.000,20.379,,
14447,08/04/24 12:45:00 AM,,,,20.412,20.412
14448,08/04/24 12:46:43 AM,20.412,100.000,20.315,,
14449,08/04/24 01:00:00 AM,,,,20.341,20.341
14450,08/04/24 01:01:43 AM,20.341,100.000,20.244,,
14451,08/04/24 01:15:00 AM,,,,20.246,20.246
14452,08/04/24 01:16:43 AM,20.246,100.000,20.154,,
14453,08/04/24 01:30:00 AM,,,,20.150,20.150
14454,08/04/24 01:31:43 AM,20.150,100.000,20.058,,
14455,08/04/24 01:45:00 AM,,,,20.007,20.007
14456,08/04/24 01:46:43 AM,20.007,100.000,19.923,,
14457,08/04/24 02:00:00 AM,,,,19.960,19.960
14458,08/04/24 02:01:43 AM,19.960,100.000,19.880,,
14459,08/04/24 02:15:00 AM,,,,19.960,19.960
14460,08/04/24 02:16:43 AM,19.960,100.000,19.880,,
14461,08/04/24 02:30:00 AM,,,,19.984,19.984
14462,08/04/24 02:31:43 AM,19.984,100.000,19.905,,
14463,08/04/24 02:45:00 AM,,,,19.960,19.960
14464,08/04/24 02:46:43 AM,19.960,100.000,19.887,,
14465,08/04/24 03:00:00 AM,,,,20.031,20.031
14466,08/04/24 03:01:43 AM,20.031,100.000,19.961,,
14467,08/04/24 03:15:00 AM,,,,20.103,20.103
14468,08/04/24 03:16:43 AM,20.103,100.000,20.036,,
14469,08/04/24 03:30:00 AM,,,,20.126,20.126
14470,08/04/24 03:31:43 AM,20.126,100.000,20.061,,
14471,08/04/24 03:45:00 AM,,,,20.198,20.198
14472,08/04/24 03:46:43 AM,20.198,100.000,20.132,,
14473,08/04/24 04:00:00 AM,,,,20.222,20.222
14474,08/04/24 04:01:43 AM,20.222,100.000,20.161,,
14475,08/04/24 04:15:00 AM,,,,20.222,20.222
14476,08/04/24 04:16:43 AM,20.222,100.000,20.161,,
14477,08/04/24 04:30:00 AM,,,,20.269,20.269
14478,08/04/24 04:31:43 AM,20.269,100.000,20.210,,
14479,08/04/24 04:45:00 AM,,,,20.341,20.341
14480,08/04/24 04:46:43 AM,20.341,100.000,20.282,,
14481,08/04/24 05:00:00 AM,,,,20.388,20.388
14482,08/04/24 05:01:43 AM,20.388,100.000,20.328,,
14483,08/04/24 05:15:00 AM,,,,20.412,20.412
14484,08/04/24 05:16:43 AM,20.412,100.000,20.353,,
14485,08/04/24 05:30:00 AM,,,,20.460,20.460
14486,08/04/24 05:31:43 AM,20.460,100.000,20.403,,
14487,08/04/24 05:45:00 AM,,,,20.531,20.531
14488,08/04/24 05:46:43 AM,20.531,100.000,20.478,,
14489,08/04/24 06:00:00 AM,,,,20.555,20.555
14490,08/04/24 06:01:43 AM,20.555,100.000,20.503,,
14491,08/04/24 06:15:00 AM,,,,20.579,20.579
14492,08/04/24 06:16:43 AM,20.579,100.000,20.528,,
14493,08/04/24 06:30:00 AM,,,,20.627,20.627
14494,08/04/24 06:31:43 AM,20.627,100.000,20.577,,
14495,08/04/24 06:45:00 AM,,,,20.603,20.603
14496,08/04/24 06:46:43 AM,20.603,100.000,20.553,,
14497,08/04/24 07:00:00 AM,,,,20.650,20.650
14498,08/04/24 07:01:43 AM,20.650,100.000,20.602,,
14499,08/04/24 07:15:00 AM,,,,20.650,20.650
14500,08/04/24 07:16:43 AM,20.650,100.000,20.602,,
14501,08/04/24 07:30:00 AM,,,,20.698,20.698
14502,08/04/24 07:31:43 AM,20.698,100.000,20.652,,
14503,08/04/24 07:45:00 AM,,,,20.746,20.746
14504,08/04/24 07:46:43 AM,20.746,100.000,20.699,,
14505,08/04/24 08:00:00 AM,,,,20.817,20.817
14506,08/04/24 08:01:43 AM,20.817,100.000,20.770,,
14507,08/04/24 08:15:00 AM,,,,20.936,20.936
14508,08/04/24 08:16:43 AM,20.936,100.000,20.888,,
14509,08/04/24 08:30:00 AM,,,,20.984,20.984
14510,08/04/24 08:31:43 AM,20.984,100.000,20.938,,
14511,08/04/24 08:45:00 AM,,,,21.056,21.056
14512,08/04/24 08:46:43 AM,21.056,100.000,21.006,,
14513,08/04/24 09:00:00 AM,,,,21.223,21.223
14514,08/04/24 09:01:43 AM,21.223,100.000,21.173,,
14515,08/04/24 09:15:00 AM,,,,21.366,21.366
14516,08/04/24 09:16:43 AM,21.366,100.000,21.309,,
14517,08/04/24 09:30:00 AM,,,,21.533,21.533
14518,08/04/24 09:31:43 AM,21.533,100.000,21.477,,
14519,08/04/24 09:45:00 AM,,,,21.748,21.748
14520,08/04/24 09:46:43 AM,21.748,100.000,21.677,,
14521,08/04/24 10:00:00 AM,,,,21.843,21.843
14522,08/04/24 10:01:43 AM,21.843,100.000,21.752,,
14523,08/04/24 10:15:00 AM,,,,22.106,22.106
14524,08/04/24 10:16:43 AM,22.106,100.000,21.970,,
14525,08/04/24 10:30:00 AM,,,,22.250,22.250
14526,08/04/24 10:31:43 AM,22.250,100.000,22.063,,
14527,08/04/24 10:45:00 AM,,,,22.441,22.441
14528,08/04/24 10:46:43 AM,22.441,100.000,22.187,,
14529,08/04/24 11:00:00 AM,,,,22.776,22.776
14530,08/04/24 11:01:43 AM,22.776,99.880,22.396,,
14531,08/04/24 11:15:00 AM,,,,23.112,23.112
14532,08/04/24 11:16:43 AM,23.112,98.790,22.577,,
14533,08/04/24 11:30:00 AM,,,,23.472,23.472
14534,08/04/24 11:31:43 AM,23.472,99.018,22.972,,
14535,08/04/24 11:45:00 AM,,,,23.713,23.713
14536,08/04/24 11:46:43 AM,23.713,95.604,22.705,,
14537,08/04/24 12:00:00 PM,,,,24.291,24.291
14538,08/04/24 12:01:43 PM,24.291,94.084,23.049,,
14539,08/04/24 12:15:00 PM,,,,24.508,24.508
14540,08/04/24 12:16:43 PM,24.508,93.001,23.095,,
14541,08/04/24 12:30:00 PM,,,,24.895,24.895
14542,08/04/24 12:31:43 PM,24.895,91.515,23.242,,
14543,08/04/24 12:45:00 PM,,,,25.404,25.404
14544,08/04/24 12:46:43 PM,25.404,88.882,23.313,,
14545,08/04/24 01:00:00 PM,,,,25.987,25.987
14546,08/04/24 01:01:43 PM,25.987,84.987,23.216,,
14547,08/04/24 01:15:00 PM,,,,26.231,26.231
14548,08/04/24 01:16:43 PM,26.231,83.710,23.226,,
14549,08/04/24 01:30:00 PM,,,,26.134,26.134
14550,08/04/24 01:31:43 PM,26.134,86.989,23.711,,
14551,08/04/24 01:45:00 PM,,,,25.987,25.987
14552,08/04/24 01:46:43 PM,25.987,85.691,23.340,,
14553,08/04/24 02:00:00 PM,,,,26.402,26.402
14554,08/04/24 02:01:43 PM,26.402,84.853,23.600,,
14555,08/04/24 02:15:00 PM,,,,26.622,26.622
14556,08/04/24 02:16:43 PM,26.622,83.995,23.662,,
14557,08/04/24 02:30:00 PM,,,,27.112,27.112
14558,08/04/24 02:31:43 PM,27.112,77.328,22.877,,
14559,08/04/24 02:45:00 PM,,,,27.186,27.186
14560,08/04/24 02:46:43 PM,27.186,75.055,22.489,,
14561,08/04/24 03:00:00 PM,,,,27.727,27.727
14562,08/04/24 03:01:43 PM,27.727,74.156,22.827,,
14563,08/04/24 03:15:00 PM,,,,27.653,27.653
14564,08/04/24 03:16:43 PM,27.653,76.324,23.201,,
14565,08/04/24 03:30:00 PM,,,,27.702,27.702
14566,08/04/24 03:31:43 PM,27.702,71.115,22.154,,
14567,08/04/24 03:45:00 PM,,,,27.604,27.604
14568,08/04/24 03:46:43 PM,27.604,72.201,22.294,,
14569,08/04/24 04:00:00 PM,,,,28.122,28.122
14570,08/04/24 04:01:43 PM,28.122,70.682,22.463,,
14571,08/04/24 04:15:00 PM,,,,27.407,27.407
14572,08/04/24 04:16:43 PM,27.407,72.789,22.230,,
14573,08/04/24 04:30:00 PM,,,,27.505,27.505
14574,08/04/24 04:31:43 PM,27.505,73.343,22.442,,
14575,08/04/24 04:45:00 PM,,,,27.456,27.456
14576,08/04/24 04:46:43 PM,27.456,73.422,22.411,,
14577,08/04/24 05:00:00 PM,,,,27.382,27.382
14578,08/04/24 05:01:43 PM,27.382,72.993,22.249,,
14579,08/04/24 05:15:00 PM,,,,27.284,27.284
14580,08/04/24 05:16:43 PM,27.284,72.558,22.062,,
14581,08/04/24 05:30:00 PM,,,,27.087,27.087
14582,08/04/24 05:31:43 PM,27.087,74.829,22.347,,
14583,08/04/24 05:45:00 PM,,,,26.989,26.989
14584,08/04/24 05:46:43 PM,26.989,76.924,22.677,,
14585,08/04/24 06:00:00 PM,,,,26.720,26.720
14586,08/04/24 06:01:43 PM,26.720,79.167,22.855,,
14587,08/04/24 06:15:00 PM,,,,26.426,26.426
14588,08/04/24 06:16:43 PM,26.426,81.383,22.990,,
14589,08/04/24 06:30:00 PM,,,,26.109,26.109
14590,08/04/24 06:31:43 PM,26.109,85.465,23.421,,
14591,08/04/24 06:45:00 PM,,,,25.793,25.793
14592,08/04/24 06:46:43 PM,25.793,86.518,23.293,,
14593,08/04/24 07:00:00 PM,,,,25.477,25.477
14594,08/04/24 07:01:43 PM,25.477,87.146,23.090,,
14595,08/04/24 07:15:00 PM,,,,24.992,24.992
14596,08/04/24 07:16:43 PM,24.992,90.331,23.145,,
14597,08/04/24 07:30:00 PM,,,,24.750,24.750
14598,08/04/24 07:31:43 PM,24.750,91.808,23.145,,
14599,08/04/24 07:45:00 PM,,,,24.484,24.484
14600,08/04/24 07:46:43 PM,24.484,91.360,22.809,,
14601,08/04/24 08:00:00 PM,,,,23.978,23.978
