...1,Timestamp,Air TempC.x,VPD.x,Vapor Pressure.x,Atmos Pressure.x,Solar,Wetness Level 1,Wetness Level 2,Air TempC.y,Atmos Pressure.y,VPD.y,Vapor Pressure.y,Atmos.Pressure,Air.TempC,VPD,Vapor.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-08-05T14:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.21,31.7,2.34,2.333,NA,NA
NA,2024-08-05T14:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.2,31.8,2.29,2.401,NA,NA
NA,2024-08-05T14:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.19,31.9,2.32,2.398,NA,NA
NA,2024-08-05T15:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.16,32.1,2.45,2.318,NA,NA
NA,2024-08-05T15:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.14,32.1,2.55,2.235,NA,NA
NA,2024-08-05T15:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.12,32.4,2.66,2.204,NA,NA
NA,2024-08-05T15:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.11,32.7,2.77,2.181,NA,NA
NA,2024-08-05T16:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.08,32.8,2.68,2.298,NA,NA
NA,2024-08-05T16:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.07,32.3,2.46,2.387,NA,NA
NA,2024-08-05T16:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.06,32.2,2.45,2.368,NA,NA
NA,2024-08-05T16:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.04,32.8,2.5,2.472,NA,NA
NA,2024-08-05T17:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.03,33.2,2.55,2.52,NA,NA
NA,2024-08-05T17:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.02,33.1,2.44,2.621,NA,NA
NA,2024-08-05T17:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.03,32.4,2.29,2.576,NA,NA
NA,2024-08-05T17:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.02,31.7,1.99,2.684,NA,NA
NA,2024-08-05T18:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.01,31.5,1.94,2.674,NA,NA
NA,2024-08-05T18:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98,31.2,1.78,2.751,NA,NA
NA,2024-08-05T18:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.99,30.8,1.67,2.776,NA,NA
NA,2024-08-05T18:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.99,30.6,1.64,2.75,NA,NA
NA,2024-08-05T19:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.99,30.4,1.54,2.806,NA,NA
NA,2024-08-05T19:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.98,29.8,1.38,2.804,NA,NA
NA,2024-08-05T19:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.99,29,1.19,2.823,NA,NA
NA,2024-08-05T19:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.99,28.1,1,2.794,NA,NA
NA,2024-08-05T20:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98,27.4,0.89,2.763,NA,NA
NA,2024-08-05T20:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98,26.3,0.63,2.795,NA,NA
NA,2024-08-05T20:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98,25.5,0.48,2.785,NA,NA
NA,2024-08-05T20:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98,24.8,0.38,2.739,NA,NA
NA,2024-08-05T21:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.01,24.3,0.32,2.713,NA,NA
NA,2024-08-05T21:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.01,23.8,0.25,2.696,NA,NA
NA,2024-08-05T21:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.02,23.4,0.21,2.667,NA,NA
NA,2024-08-05T21:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.03,23.1,0.18,2.647,NA,NA
NA,2024-08-05T22:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.04,22.8,0.15,2.623,NA,NA
NA,2024-08-05T22:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.06,22.5,0.14,2.589,NA,NA
NA,2024-08-05T22:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.06,22.2,0.13,2.554,NA,NA
NA,2024-08-05T22:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.07,22,0.11,2.524,NA,NA
NA,2024-08-05T23:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.08,21.8,0.1,2.506,NA,NA
NA,2024-08-05T23:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.09,21.6,0.09,2.484,NA,NA
NA,2024-08-05T23:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.1,21.4,0.08,2.472,NA,NA
NA,2024-08-05T23:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.1,21.4,0.07,2.471,NA,NA
NA,2024-08-06T00:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.1,21.3,0.07,2.464,NA,NA
NA,2024-08-06T00:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.09,21,0.07,2.414,NA,NA
NA,2024-08-06T00:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.08,20.8,0.07,2.395,NA,NA
NA,2024-08-06T00:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.07,20.7,0.06,2.381,NA,NA
NA,2024-08-06T01:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.05,20.6,0.06,2.371,NA,NA
NA,2024-08-06T01:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.04,20.5,0.05,2.356,NA,NA
NA,2024-08-06T01:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.02,20.4,0.05,2.34,NA,NA
NA,2024-08-06T01:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.01,20.2,0.05,2.327,NA,NA
NA,2024-08-06T02:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98,20.1,0.04,2.305,NA,NA
NA,2024-08-06T02:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.98,20,0.04,2.297,NA,NA
NA,2024-08-06T02:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.98,20,0.04,2.292,NA,NA
NA,2024-08-06T02:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.96,19.9,0.04,2.291,NA,NA
NA,2024-08-06T03:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.96,19.9,0.03,2.294,NA,NA
NA,2024-08-06T03:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.97,19.8,0.03,2.277,NA,NA
NA,2024-08-06T03:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.96,19.7,0.03,2.264,NA,NA
NA,2024-08-06T03:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.97,19.6,0.03,2.25,NA,NA
NA,2024-08-06T04:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.97,19.5,0.03,2.238,NA,NA
NA,2024-08-06T04:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.95,19.4,0.02,2.225,NA,NA
NA,2024-08-06T04:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,19.3,0.02,2.215,NA,NA
NA,2024-08-06T04:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,19.2,0.02,2.207,NA,NA
NA,2024-08-06T05:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.93,19.2,0.02,2.209,NA,NA
NA,2024-08-06T05:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,19.1,0.02,2.194,NA,NA
NA,2024-08-06T05:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,19.1,0.02,2.191,NA,NA
NA,2024-08-06T05:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,19,0.01,2.178,NA,NA
NA,2024-08-06T06:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,18.9,0.01,2.169,NA,NA
NA,2024-08-06T06:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,18.9,0.01,2.17,NA,NA
NA,2024-08-06T06:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.95,18.8,0.01,2.152,NA,NA
NA,2024-08-06T06:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,18.7,0.01,2.146,NA,NA
NA,2024-08-06T07:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.95,18.7,0.01,2.141,NA,NA
NA,2024-08-06T07:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.95,18.6,0.01,2.132,NA,NA
NA,2024-08-06T07:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.94,18.7,0.01,2.143,NA,NA
NA,2024-08-06T07:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.95,18.7,0.01,2.148,NA,NA
NA,2024-08-06T08:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.97,19,0.01,2.182,NA,NA
NA,2024-08-06T08:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.98,19.2,0.01,2.215,NA,NA
NA,2024-08-06T08:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.98,19.4,0.01,2.246,NA,NA
NA,2024-08-06T08:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.98,19.6,0.01,2.276,NA,NA
NA,2024-08-06T09:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.98,20.1,0.02,2.336,NA,NA
NA,2024-08-06T09:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.96,20.7,0.03,2.411,NA,NA
NA,2024-08-06T09:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.96,21.4,0.06,2.485,NA,NA
NA,2024-08-06T09:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.95,22.3,0.14,2.559,NA,NA
NA,2024-08-06T10:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.95,23.2,0.28,2.561,NA,NA
NA,2024-08-06T10:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.93,24.1,0.38,2.624,NA,NA
NA,2024-08-06T10:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.93,25.1,0.5,2.691,NA,NA
NA,2024-08-06T10:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.92,26.3,0.69,2.739,NA,NA
NA,2024-08-06T11:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.92,27.3,0.83,2.803,NA,NA
NA,2024-08-06T11:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.91,28,0.99,2.8,NA,NA
NA,2024-08-06T11:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.91,28.5,1.1,2.792,NA,NA
NA,2024-08-06T11:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.9,29.2,1.37,2.672,NA,NA
NA,2024-08-06T12:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.88,29.6,1.48,2.675,NA,NA
NA,2024-08-06T12:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.88,30.1,1.61,2.649,NA,NA
NA,2024-08-06T12:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.86,30.6,1.69,2.71,NA,NA
NA,2024-08-06T12:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.85,30.6,1.76,2.631,NA,NA
NA,2024-08-06T13:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.83,31.2,1.99,2.563,NA,NA
NA,2024-08-06T13:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.81,32.2,2.24,2.554,NA,NA
NA,2024-08-06T13:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.79,31.8,2.09,2.609,NA,NA
NA,2024-08-06T13:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.77,31.9,2.11,2.622,NA,NA
NA,2024-08-06T14:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.75,31.4,2.02,2.573,NA,NA
NA,2024-08-06T14:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.73,31.9,2.32,2.411,NA,NA
NA,2024-08-06T14:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.71,32.5,2.56,2.324,NA,NA
NA,2024-08-06T14:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.7,33.4,2.68,2.483,NA,NA
NA,2024-08-06T15:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.68,33.4,2.66,2.475,NA,NA
NA,2024-08-06T15:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.66,32.8,2.49,2.487,NA,NA
NA,2024-08-06T15:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.64,33,2.64,2.393,NA,NA
NA,2024-08-06T15:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.62,33.1,2.7,2.369,NA,NA
NA,2024-08-06T16:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.6,32.4,2.49,2.391,NA,NA
NA,2024-08-06T16:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.58,32.7,2.43,2.525,NA,NA
NA,2024-08-06T16:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.56,32.6,2.57,2.344,NA,NA
NA,2024-08-06T16:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.55,33,2.67,2.368,NA,NA
NA,2024-08-06T17:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.53,33,2.64,2.407,NA,NA
NA,2024-08-06T17:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.52,33.2,2.46,2.645,NA,NA
NA,2024-08-06T17:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.51,32.7,2.38,2.57,NA,NA
NA,2024-08-06T17:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.5,32.5,2.28,2.614,NA,NA
NA,2024-08-06T18:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,32.2,2.14,2.661,NA,NA
NA,2024-08-06T18:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,31.5,1.95,2.672,NA,NA
NA,2024-08-06T18:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,31.5,1.79,2.83,NA,NA
NA,2024-08-06T18:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,31.4,1.72,2.884,NA,NA
NA,2024-08-06T19:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.47,31.5,1.7,2.909,NA,NA
NA,2024-08-06T19:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.47,30.6,1.49,2.89,NA,NA
NA,2024-08-06T19:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,29.9,1.31,2.9,NA,NA
NA,2024-08-06T19:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,28.9,1.11,2.883,NA,NA
NA,2024-08-06T20:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,28.1,0.94,2.86,NA,NA
NA,2024-08-06T20:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,26.7,0.7,2.803,NA,NA
NA,2024-08-06T20:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,26.1,0.56,2.813,NA,NA
NA,2024-08-06T20:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,25.4,0.45,2.789,NA,NA
NA,2024-08-06T21:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.5,24.9,0.37,2.767,NA,NA
NA,2024-08-06T21:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.52,24.4,0.31,2.749,NA,NA
NA,2024-08-06T21:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.52,24,0.26,2.723,NA,NA
NA,2024-08-06T21:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.53,23.7,0.23,2.704,NA,NA
NA,2024-08-06T22:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.53,23.4,0.2,2.679,NA,NA
NA,2024-08-06T22:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.54,23.2,0.16,2.678,NA,NA
NA,2024-08-06T22:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.56,23,0.15,2.654,NA,NA
NA,2024-08-06T22:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.57,22.8,0.14,2.627,NA,NA
NA,2024-08-06T23:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.57,22.5,0.12,2.607,NA,NA
NA,2024-08-06T23:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.57,22.4,0.12,2.587,NA,NA
NA,2024-08-06T23:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.57,22.2,0.1,2.565,NA,NA
NA,2024-08-06T23:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.55,22,0.1,2.55,NA,NA
NA,2024-08-07T00:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.52,21.9,0.09,2.537,NA,NA
NA,2024-08-07T00:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,21.8,0.07,2.54,NA,NA
NA,2024-08-07T00:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.47,21.8,0.06,2.541,NA,NA
NA,2024-08-07T00:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.43,21.7,0.06,2.537,NA,NA
NA,2024-08-07T01:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.38,21.6,0.05,2.537,NA,NA
NA,2024-08-07T01:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.37,21.6,0.04,2.535,NA,NA
NA,2024-08-07T01:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.36,21.6,0.04,2.532,NA,NA
NA,2024-08-07T01:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.42,21.6,0.04,2.54,NA,NA
NA,2024-08-07T02:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.47,21.6,0.04,2.534,NA,NA
NA,2024-08-07T02:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,21.5,0.05,2.511,NA,NA
NA,2024-08-07T02:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.52,21.4,0.04,2.507,NA,NA
NA,2024-08-07T02:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.51,21.3,0.05,2.488,NA,NA
NA,2024-08-07T03:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.5,21.2,0.05,2.473,NA,NA
NA,2024-08-07T03:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.5,21,0.04,2.452,NA,NA
NA,2024-08-07T03:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,21,0.04,2.441,NA,NA
NA,2024-08-07T03:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,20.8,0.03,2.428,NA,NA
NA,2024-08-07T04:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.46,20.8,0.04,2.418,NA,NA
NA,2024-08-07T04:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.46,20.7,0.03,2.414,NA,NA
NA,2024-08-07T04:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.45,20.6,0.03,2.399,NA,NA
NA,2024-08-07T04:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.45,20.6,0.03,2.395,NA,NA
NA,2024-08-07T05:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.45,20.5,0.03,2.39,NA,NA
NA,2024-08-07T05:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.44,20.5,0.02,2.385,NA,NA
NA,2024-08-07T05:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.43,20.5,0.02,2.381,NA,NA
NA,2024-08-07T05:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.43,20.4,0.02,2.366,NA,NA
NA,2024-08-07T06:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.43,20.3,0.02,2.362,NA,NA
NA,2024-08-07T06:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.43,20.2,0.02,2.352,NA,NA
NA,2024-08-07T06:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.44,20.2,0.02,2.343,NA,NA
NA,2024-08-07T06:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.44,20,0.02,2.321,NA,NA
NA,2024-08-07T07:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.45,19.9,0.02,2.306,NA,NA
NA,2024-08-07T07:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.45,19.9,0.02,2.304,NA,NA
NA,2024-08-07T07:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.46,19.9,0.02,2.31,NA,NA
NA,2024-08-07T07:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.47,20.2,0.02,2.343,NA,NA
NA,2024-08-07T08:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.47,20.4,0.02,2.378,NA,NA
NA,2024-08-07T08:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,20.7,0.02,2.425,NA,NA
NA,2024-08-07T08:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,21.2,0.02,2.493,NA,NA
NA,2024-08-07T08:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,21.7,0.04,2.558,NA,NA
NA,2024-08-07T09:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.5,22.4,0.08,2.624,NA,NA
NA,2024-08-07T09:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.5,23.3,0.18,2.678,NA,NA
NA,2024-08-07T09:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.49,24.2,0.29,2.735,NA,NA
NA,2024-08-07T09:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,24.9,0.35,2.801,NA,NA
NA,2024-08-07T10:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,25.6,0.45,2.833,NA,NA
NA,2024-08-07T10:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.47,26.6,0.62,2.851,NA,NA
NA,2024-08-07T10:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,27.5,0.83,2.839,NA,NA
NA,2024-08-07T10:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.48,28.3,0.98,2.873,NA,NA
NA,2024-08-07T11:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.47,29,1.18,2.83,NA,NA
NA,2024-08-07T11:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.46,29.4,1.25,2.858,NA,NA
NA,2024-08-07T11:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.44,29.9,1.4,2.819,NA,NA
NA,2024-08-07T11:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.43,29.8,1.43,2.758,NA,NA
NA,2024-08-07T12:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.42,29.7,1.43,2.743,NA,NA
NA,2024-08-07T12:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.41,30.1,1.53,2.744,NA,NA
NA,2024-08-07T12:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.4,30.5,1.63,2.729,NA,NA
NA,2024-08-07T12:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.39,30.4,1.64,2.708,NA,NA
NA,2024-08-07T13:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.38,29.9,1.44,2.767,NA,NA
NA,2024-08-07T13:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.38,31.1,1.84,2.667,NA,NA
NA,2024-08-07T13:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.38,31.2,1.89,2.663,NA,NA
NA,2024-08-07T13:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.36,31.3,1.91,2.657,NA,NA
NA,2024-08-07T14:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.34,31.6,2.06,2.576,NA,NA
NA,2024-08-07T14:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,97.31,32,2.16,2.577,NA,NA
